Indicator,Year,Geography,FIPS,Cases,Rate per 100000
HIV diagnoses,2022,"Thurston County, NE",31173,0,0
HIV diagnoses,2022,"Thurston County, WA",53067,10,3.9
HIV diagnoses,2022,"Tift County, GA",13277,12,35.2
HIV diagnoses,2022,"Tillamook County, OR",41057,0,0
HIV diagnoses,2022,"Tillman County, OK",40141,0,0
HIV diagnoses,2022,"Tioga County, NY",36107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tioga County, PA",42117,0,0
HIV diagnoses,2022,"Tippah County, MS",28139,6,33.3
HIV diagnoses,2022,"Tippecanoe County, IN",18157,15,9.3
HIV diagnoses,2022,"Tipton County, IN",18159,0,0
HIV diagnoses,2022,"Tipton County, TN",47167,8,15.5
HIV diagnoses,2022,"Tishomingo County, MS",28141,0,0
HIV diagnoses,2022,"Titus County, TX",48449,Data suppressed,Data suppressed
HIV diagnoses,2022,"Toa Alta Municipio, PR",72135,11,18.8
HIV diagnoses,2022,"Toa Baja Municipio, PR",72137,7,10.8
HIV diagnoses,2022,"Todd County, KY",21219,Data suppressed,Data suppressed
HIV diagnoses,2022,"Todd County, MN",27153,0,0
HIV diagnoses,2022,"Todd County, SD",46121,0,0
HIV diagnoses,2022,"Tolland County, CT",09013,Data not available,Data not available
HIV diagnoses,2022,"Tom Green County, TX",48451,23,23.3
HIV diagnoses,2022,"Tompkins County, NY",36109,7,7.4
HIV diagnoses,2022,"Tooele County, UT",49045,Data suppressed,Data suppressed
HIV diagnoses,2022,"Toole County, MT",30101,0,0
HIV diagnoses,2022,"Toombs County, GA",13279,10,45.7
HIV diagnoses,2022,"Torrance County, NM",35057,0,0
HIV diagnoses,2022,"Towner County, ND",38095,0,0
HIV diagnoses,2022,"Towns County, GA",13281,Data suppressed,Data suppressed
HIV diagnoses,2022,"Traill County, ND",38097,0,0
HIV diagnoses,2022,"Transylvania County, NC",37175,Data suppressed,Data suppressed
HIV diagnoses,2022,"Traverse County, MN",27155,0,0
HIV diagnoses,2022,"Travis County, TX",48453,236,20.7
HIV diagnoses,2022,"Treasure County, MT",30103,0,0
HIV diagnoses,2022,"Trego County, KS",20195,0,0
HIV diagnoses,2022,"Trempealeau County, WI",55121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Treutlen County, GA",13283,Data suppressed,Data suppressed
HIV diagnoses,2022,"Trigg County, KY",21221,0,0
HIV diagnoses,2022,"Trimble County, KY",21223,0,0
HIV diagnoses,2022,"Trinity County, CA",06105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Trinity County, TX",48455,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tripp County, SD",46123,0,0
HIV diagnoses,2022,"Troup County, GA",13285,9,15.5
HIV diagnoses,2022,"Trousdale County, TN",47169,Data suppressed,Data suppressed
HIV diagnoses,2022,"Trujillo Alto Municipio, PR",72139,6,10.1
HIV diagnoses,2022,"Trumbull County, OH",39155,10,5.8
HIV diagnoses,2022,"Tucker County, WV",54093,0,0
HIV diagnoses,2022,"Tulare County, CA",06107,44,11.6
HIV diagnoses,2022,"Tulsa County, OK",40143,87,15.6
HIV diagnoses,2022,"Tunica County, MS",28143,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tuolumne County, CA",06109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Turner County, GA",13287,Data suppressed,Data suppressed
HIV diagnoses,2022,"Turner County, SD",46125,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tuscaloosa County, AL",01125,34,16.8
HIV diagnoses,2022,"Tuscarawas County, OH",39157,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tuscola County, MI",26157,Data suppressed,Data suppressed
HIV diagnoses,2022,"Twiggs County, GA",13289,Data suppressed,Data suppressed
HIV diagnoses,2022,"Twin Falls County, ID",16083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tyler County, TX",48457,Data suppressed,Data suppressed
HIV diagnoses,2022,"Tyler County, WV",54095,0,0
HIV diagnoses,2022,"Tyrrell County, NC",37177,0,0
HIV diagnoses,2022,"Uinta County, WY",56041,Data suppressed,Data suppressed
HIV diagnoses,2022,"Uintah County, UT",49047,0,0
HIV diagnoses,2022,"Ulster County, NY",36111,5,3.1
HIV diagnoses,2022,"Umatilla County, OR",41059,7,10.5
HIV diagnoses,2022,"Unicoi County, TN",47171,0,0
HIV diagnoses,2022,"Union County, AR",05139,6,19.1
HIV diagnoses,2022,"Union County, FL",12125,10,76.5
HIV diagnoses,2022,"Union County, GA",13291,Data suppressed,Data suppressed
HIV diagnoses,2022,"Union County, IA",19175,0,0
HIV diagnoses,2022,"Union County, IL",17181,0,0
HIV diagnoses,2022,"Union County, IN",18161,0,0
HIV diagnoses,2022,"Union County, KY",21225,0,0
HIV diagnoses,2022,"Union County, MS",28145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Union County, NC",37179,16,7.7
HIV diagnoses,2022,"Union County, NJ",34039,98,20.6
HIV diagnoses,2022,"Union County, NM",35059,0,0
HIV diagnoses,2022,"Union County, OH",39159,5,9
HIV diagnoses,2022,"Union County, OR",41061,Data suppressed,Data suppressed
HIV diagnoses,2022,"Union County, PA",42119,Data suppressed,Data suppressed
HIV diagnoses,2022,"Union County, SC",45087,8,35
HIV diagnoses,2022,"Union County, SD",46127,0,0
HIV diagnoses,2022,"Union County, TN",47173,0,0
HIV diagnoses,2022,"Union Parish, LA",22111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Upshur County, TX",48459,5,14.1
HIV diagnoses,2022,"Upshur County, WV",54097,0,0
HIV diagnoses,2022,"Upson County, GA",13293,Data suppressed,Data suppressed
HIV diagnoses,2022,"Upton County, TX",48461,0,0
HIV diagnoses,2022,"Utah County, UT",49049,16,2.9
HIV diagnoses,2022,"Utuado Municipio, PR",72141,0,0
HIV diagnoses,2022,"Uvalde County, TX",48463,0,0
HIV diagnoses,2022,"Val Verde County, TX",48465,Data suppressed,Data suppressed
HIV diagnoses,2022,"Valdez-Cordova Census Area, AK",02261,Data not available,Data not available
HIV diagnoses,2022,"Valencia County, NM",35061,9,13.7
HIV diagnoses,2022,"Valley County, ID",16085,0,0
HIV diagnoses,2022,"Valley County, MT",30105,0,0
HIV diagnoses,2022,"Valley County, NE",31175,0,0
HIV diagnoses,2022,"Van Buren County, AR",05141,0,0
HIV diagnoses,2022,"Van Buren County, IA",19177,Data suppressed,Data suppressed
HIV diagnoses,2022,"Van Buren County, MI",26159,Data suppressed,Data suppressed
HIV diagnoses,2022,"Van Buren County, TN",47175,Data suppressed,Data suppressed
HIV diagnoses,2022,"Van Wert County, OH",39161,Data suppressed,Data suppressed
HIV diagnoses,2022,"Van Zandt County, TX",48467,Data suppressed,Data suppressed
HIV diagnoses,2022,"Vance County, NC",37181,9,25.7
HIV diagnoses,2022,"Vanderburgh County, IN",18163,24,15.8
HIV diagnoses,2022,"Vega Alta Municipio, PR",72143,Data suppressed,Data suppressed
HIV diagnoses,2022,"Vega Baja Municipio, PR",72145,9,18.9
HIV diagnoses,2022,"Venango County, PA",42121,0,0
HIV diagnoses,2022,"Ventura County, CA",06111,57,8.1
HIV diagnoses,2022,"Vermilion County, IL",17183,Data suppressed,Data suppressed
HIV diagnoses,2022,"Vermilion Parish, LA",22113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Vermillion County, IN",18165,0,0
HIV diagnoses,2022,"Vernon County, MO",29217,Data suppressed,Data suppressed
HIV diagnoses,2022,"Vernon County, WI",55123,0,0
HIV diagnoses,2022,"Vernon Parish, LA",22115,7,18.4
HIV diagnoses,2022,"Victoria County, TX",48469,5,6.7
HIV diagnoses,2022,"Vieques Municipio, PR",72147,0,0
HIV diagnoses,2022,"Vigo County, IN",18167,6,6.6
HIV diagnoses,2022,"Vilas County, WI",55125,0,0
HIV diagnoses,2022,"Villalba Municipio, PR",72149,Data suppressed,Data suppressed
HIV diagnoses,2022,"Vinton County, OH",39163,0,0
HIV diagnoses,2022,"Virginia Beach City, VA",51810,54,14.1
HIV diagnoses,2022,"Volusia County, FL",12127,70,13.8
HIV diagnoses,2022,"Wabash County, IL",17185,0,0
HIV diagnoses,2022,"Wabash County, IN",18169,0,0
HIV diagnoses,2022,"Wabasha County, MN",27157,0,0
HIV diagnoses,2022,"Wabaunsee County, KS",20197,0,0
HIV diagnoses,2022,"Wadena County, MN",27159,0,0
HIV diagnoses,2022,"Wagoner County, OK",40145,7,9.7
HIV diagnoses,2022,"Wahkiakum County, WA",53069,0,0
HIV diagnoses,2022,"Wake County, NC",37183,146,14.9
HIV diagnoses,2022,"Wakulla County, FL",12129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Waldo County, ME",23027,0,0
HIV diagnoses,2022,"Walker County, AL",01127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Walker County, GA",13295,8,13.6
HIV diagnoses,2022,"Walker County, TX",48471,29,40.7
HIV diagnoses,2022,"Walla Walla County, WA",53071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wallace County, KS",20199,0,0
HIV diagnoses,2022,"Waller County, TX",48473,9,17.5
HIV diagnoses,2022,"Wallowa County, OR",41063,0,0
HIV diagnoses,2022,"Walsh County, ND",38099,0,0
HIV diagnoses,2022,"Walthall County, MS",28147,Data suppressed,Data suppressed
HIV diagnoses,2022,"Walton County, FL",12131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Walton County, GA",13297,11,12.7
HIV diagnoses,2022,"Walworth County, SD",46129,0,0
HIV diagnoses,2022,"Walworth County, WI",55127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wapello County, IA",19179,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ward County, ND",38101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ward County, TX",48475,0,0
HIV diagnoses,2022,"Ware County, GA",13299,8,27.3
HIV diagnoses,2022,"Warren County, GA",13301,0,0
HIV diagnoses,2022,"Warren County, IA",19181,Data suppressed,Data suppressed
HIV diagnoses,2022,"Warren County, IL",17187,0,0
HIV diagnoses,2022,"Warren County, IN",18171,0,0
HIV diagnoses,2022,"Warren County, KY",21227,8,6.9
HIV diagnoses,2022,"Warren County, MO",29219,0,0
HIV diagnoses,2022,"Warren County, MS",28149,12,33.6
HIV diagnoses,2022,"Warren County, NC",37185,0,0
HIV diagnoses,2022,"Warren County, NJ",34041,Data suppressed,Data suppressed
HIV diagnoses,2022,"Warren County, NY",36113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Warren County, OH",39165,Data suppressed,Data suppressed
HIV diagnoses,2022,"Warren County, PA",42123,0,0
HIV diagnoses,2022,"Warren County, TN",47177,0,0
HIV diagnoses,2022,"Warren County, VA",51187,5,14.3
HIV diagnoses,2022,"Warrick County, IN",18173,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wasatch County, UT",49051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wasco County, OR",41065,0,0
HIV diagnoses,2022,"Waseca County, MN",27161,0,0
HIV diagnoses,2022,"Washakie County, WY",56043,0,0
HIV diagnoses,2022,"Washburn County, WI",55129,0,0
HIV diagnoses,2022,"Washington County, AL",01129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, AR",05143,22,10.3
HIV diagnoses,2022,"Washington County, CO",08121,0,0
HIV diagnoses,2022,"Washington County, FL",12133,11,50.4
HIV diagnoses,2022,"Washington County, GA",13303,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, IA",19183,0,0
HIV diagnoses,2022,"Washington County, ID",16087,0,0
HIV diagnoses,2022,"Washington County, IL",17189,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, IN",18175,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, KS",20201,0,0
HIV diagnoses,2022,"Washington County, KY",21229,0,0
HIV diagnoses,2022,"Washington County, MD",24043,7,5.3
HIV diagnoses,2022,"Washington County, ME",23029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, MN",27163,7,3
HIV diagnoses,2022,"Washington County, MO",29221,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, MS",28151,10,28.6
HIV diagnoses,2022,"Washington County, NC",37187,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, NE",31177,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, NY",36115,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, OH",39167,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, OK",40147,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, OR",41067,32,6.3
HIV diagnoses,2022,"Washington County, PA",42125,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, RI",44009,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, TN",47179,5,4.2
HIV diagnoses,2022,"Washington County, TX",48477,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, UT",49053,5,3
HIV diagnoses,2022,"Washington County, VA",51191,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington County, VT",50023,0,0
HIV diagnoses,2022,"Washington County, WI",55131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washington Parish, LA",22117,8,21.3
HIV diagnoses,2022,"Washita County, OK",40149,Data suppressed,Data suppressed
HIV diagnoses,2022,"Washoe County, NV",32031,39,9.2
HIV diagnoses,2022,"Washtenaw County, MI",26161,18,5.6
HIV diagnoses,2022,"Watauga County, NC",37189,Data suppressed,Data suppressed
HIV diagnoses,2022,"Watonwan County, MN",27165,0,0
HIV diagnoses,2022,"Waukesha County, WI",55133,10,2.8
HIV diagnoses,2022,"Waupaca County, WI",55135,0,0
HIV diagnoses,2022,"Waushara County, WI",55137,0,0
HIV diagnoses,2022,"Wayne County, GA",13305,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wayne County, IA",19185,0,0
HIV diagnoses,2022,"Wayne County, IL",17191,0,0
HIV diagnoses,2022,"Wayne County, IN",18177,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wayne County, KY",21231,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wayne County, MI",26163,250,17.1
HIV diagnoses,2022,"Wayne County, MO",29223,0,0
HIV diagnoses,2022,"Wayne County, MS",28153,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wayne County, NC",37191,16,16.4
HIV diagnoses,2022,"Wayne County, NE",31179,0,0
HIV diagnoses,2022,"Wayne County, NY",36117,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wayne County, OH",39169,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wayne County, PA",42127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wayne County, TN",47181,0,0
HIV diagnoses,2022,"Wayne County, UT",49055,0,0
HIV diagnoses,2022,"Wayne County, WV",54099,Data suppressed,Data suppressed
HIV diagnoses,2022,"Waynesboro City, VA",51820,Data suppressed,Data suppressed
HIV diagnoses,2022,"Weakley County, TN",47183,Data suppressed,Data suppressed
HIV diagnoses,2022,"Webb County, TX",48479,32,15.4
HIV diagnoses,2022,"Weber County, UT",49057,5,2.3
HIV diagnoses,2022,"Webster County, GA",13307,Data suppressed,Data suppressed
HIV diagnoses,2022,"Webster County, IA",19187,0,0
HIV diagnoses,2022,"Webster County, KY",21233,Data suppressed,Data suppressed
HIV diagnoses,2022,"Webster County, MO",29225,Data suppressed,Data suppressed
HIV diagnoses,2022,"Webster County, MS",28155,Data suppressed,Data suppressed
HIV diagnoses,2022,"Webster County, NE",31181,0,0
HIV diagnoses,2022,"Webster County, WV",54101,0,0
HIV diagnoses,2022,"Webster Parish, LA",22119,Data suppressed,Data suppressed
HIV diagnoses,2022,"Weld County, CO",08123,25,8.7
HIV diagnoses,2022,"Wells County, IN",18179,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wells County, ND",38103,0,0
HIV diagnoses,2022,"West Baton Rouge Parish, LA",22121,11,47.6
HIV diagnoses,2022,"West Carroll Parish, LA",22123,Data suppressed,Data suppressed
HIV diagnoses,2022,"West Feliciana Parish, LA",22125,Data suppressed,Data suppressed
HIV diagnoses,2022,"Westchester County, NY",36119,65,7.7
HIV diagnoses,2022,"Western Connecticut Planning Region, CT",09190,25,4.7
HIV diagnoses,2022,"Westmoreland County, PA",42129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Westmoreland County, VA",51193,Data suppressed,Data suppressed
HIV diagnoses,2022,"Weston County, WY",56045,0,0
HIV diagnoses,2022,"Wetzel County, WV",54103,0,0
HIV diagnoses,2022,"Wexford County, MI",26165,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wharton County, TX",48481,Data suppressed,Data suppressed
HIV diagnoses,2022,"Whatcom County, WA",53073,10,5
HIV diagnoses,2022,"Wheatland County, MT",30107,0,0
HIV diagnoses,2022,"Wheeler County, GA",13309,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wheeler County, NE",31183,0,0
HIV diagnoses,2022,"Wheeler County, OR",41069,0,0
HIV diagnoses,2022,"Wheeler County, TX",48483,0,0
HIV diagnoses,2022,"White County, AR",05145,5,7.7
HIV diagnoses,2022,"White County, GA",13311,Data suppressed,Data suppressed
HIV diagnoses,2022,"White County, IL",17193,Data suppressed,Data suppressed
HIV diagnoses,2022,"White County, IN",18181,0,0
HIV diagnoses,2022,"White County, TN",47185,Data suppressed,Data suppressed
HIV diagnoses,2022,"White Pine County, NV",32033,0,0
HIV diagnoses,2022,"Whiteside County, IL",17195,Data suppressed,Data suppressed
HIV diagnoses,2022,"Whitfield County, GA",13313,Data suppressed,Data suppressed
HIV diagnoses,2022,"Whitley County, IN",18183,6,20.6
HIV diagnoses,2022,"Whitley County, KY",21235,Data suppressed,Data suppressed
HIV diagnoses,2022,"Whitman County, WA",53075,0,0
HIV diagnoses,2022,"Wibaux County, MT",30109,0,0
HIV diagnoses,2022,"Wichita County, KS",20203,0,0
HIV diagnoses,2022,"Wichita County, TX",48485,9,8.3
HIV diagnoses,2022,"Wicomico County, MD",24045,18,20.5
HIV diagnoses,2022,"Wilbarger County, TX",48487,0,0
HIV diagnoses,2022,"Wilcox County, AL",01131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wilcox County, GA",13315,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wilkes County, GA",13317,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wilkes County, NC",37193,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wilkin County, MN",27167,0,0
HIV diagnoses,2022,"Wilkinson County, GA",13319,Data suppressed,Data suppressed
HIV diagnoses,2022,"Wilkinson County, MS",28157,Data suppressed,Data suppressed
HIV diagnoses,2022,"Will County, IL",17197,48,8.2
HIV diagnoses,2022,"Willacy County, TX",48489,0,0
HIV diagnoses,2022,"Williams County, ND",38105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Williams County, OH",39171,Data suppressed,Data suppressed
HIV diagnoses,2022,"Williamsburg City, VA",51830,Data suppressed,Data suppressed
HIV diagnoses,2022,"Williamsburg County, SC",45089,5,19.1
HIV diagnoses,2022,"Williamson County, IL",17199,Data suppressed,Data suppressed
HIV diagnoses,2022,"Williamson County, TN",47187,8,3.7
HIV diagnoses,2022,"Williamson County, TX",48491,58,10.4
HIV diagnoses,2022,"Wilson County, KS",20205,0,0
HIV diagnoses,2022,"Wilson County, NC",37195,9,13.7
HIV diagnoses,2022,"Wilson County, TN",47189,16,12.1
HIV diagnoses,2022,"Wilson County, TX",48493,Data suppressed,Data suppressed
HIV diagnoses,2022,"Winchester City, VA",51840,Data suppressed,Data suppressed
HIV diagnoses,2022,"Windham County, CT",09015,Data not available,Data not available
HIV diagnoses,2022,"Windham County, VT",50025,0,0
HIV diagnoses,2022,"Windsor County, VT",50027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Winkler County, TX",48495,Data suppressed,Data suppressed
HIV diagnoses,2022,"Winn Parish, LA",22127,5,44.2
HIV diagnoses,2022,"Winnebago County, IA",19189,0,0
HIV diagnoses,2022,"Winnebago County, IL",17201,26,11.1
HIV diagnoses,2022,"Winnebago County, WI",55139,Data suppressed,Data suppressed
HIV diagnoses,2022,"Winneshiek County, IA",19191,0,0
HIV diagnoses,2022,"Winona County, MN",27169,Data suppressed,Data suppressed
HIV diagnoses,2022,"Winston County, AL",01133,Data suppressed,Data suppressed
